Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units,pChEMBL Value,R_squared,Hill_slope,IC50_CI_lower_uM,IC50_CI_upper_uM,Max_Response_Pct,Comment,Molecular Weight,AlogP,#RO5 Violations,Target Name
CHEMBL5441596,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(n3)NC(=O)CO4)C(C)C)ncnc2[nH]1,'=',1065.0,nM,5.97,0.989,1.532,0.92,1.233,100.0,,409.45,2.24,0,Replicase polyprotein 1ab
CHEMBL5441389,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',36799.0,nM,4.43,0.977,1.562,31.15,43.48,100.0,,464.6,4.2,0,Replicase polyprotein 1ab
CHEMBL5441782,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',3145.0,nM,5.5,0.997,1.39,2.895,3.417,100.0,,496.64,2.92,0,Replicase polyprotein 1ab
CHEMBL5441590,Cc1[nH]c2ncnc(NC(=O)c3ccc(Cl)nn3)c2c1C,'>',99500.0,nM,,0.032,7.154,,,100.0,Falls Outside The Dose Series,302.73,2.27,0,Replicase polyprotein 1ab
CHEMBL5441583,O=C(c1ncc[nH]1)N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1,'>',99500.0,nM,,0.934,1.159,,,100.0,Falls Outside The Dose Series,406.49,2.7,0,Replicase polyprotein 1ab
CHEMBL5441715,CO[C@@H]1CCCN(C(=O)c2cnn3ccc(C4CCN(C(=O)c5ccccc5)CC4)cc23)C1,'>',99500.0,nM,,0.876,1.273,,,100.0,Falls Outside The Dose Series,446.55,3.61,0,Replicase polyprotein 1ab
CHEMBL5442061,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)C(F)F,'=',15162.0,nM,4.82,0.979,1.27,12.68,18.14,100.0,,240.26,2.66,0,Replicase polyprotein 1ab
CHEMBL5441967,COc1ccc2c(c1)CCN(c1ncnc3[nH]ccc13)[C@H]2C(C)C,'=',12023.0,nM,4.92,0.987,1.156,10.33,13.99,100.0,,322.41,3.73,0,Replicase polyprotein 1ab
CHEMBL5442083,CC(C)(C)n1cc([C@H]2N(c3ncnc4[nH]ccc34)CC23CCOCC3)cn1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,366.47,3.27,0,Replicase polyprotein 1ab
CHEMBL5441932,O=C(O)c1cn(CCCNC(=O)c2ncnc3[nH]ccc23)nn1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,315.29,0.07,0,Replicase polyprotein 1ab
CHEMBL5441523,COc1cccc(CSC[C@@H](NC(=O)c2ncnc3[nH]ccc23)C(=O)O)c1,'>',99500.0,nM,,0.849,1.193,,,100.0,Falls Outside The Dose Series,386.43,2.08,0,Replicase polyprotein 1ab
CHEMBL5442162,C[C@H]1C[C@H]1c1nnc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3c[nH]c4ncncc34)cc2)o1,'=',96966.0,nM,4.01,0.931,1.204,77.79,120.86,100.0,,447.46,3.15,0,Replicase polyprotein 1ab
CHEMBL5442038,O=C(NCc1ccc(F)cn1)c1ncnc2[nH]ccc12,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,271.26,1.42,0,Replicase polyprotein 1ab
CHEMBL5442124,CN(C)C(=O)c1cccc(S(=O)(=O)Nc2cnc3[nH]ccc3c2)c1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,344.4,2.07,0,Replicase polyprotein 1ab
CHEMBL5441772,O=S(=O)(Cc1ccccc1F)Nc1cnc2[nH]ccc2c1,'>',99500.0,nM,,0.181,2.383,,,100.0,Falls Outside The Dose Series,305.33,2.64,0,Replicase polyprotein 1ab
CHEMBL5441572,O=C(NCc1nc(-c2cc3c(N4CCCC5(CC5)C4)ncnc3[nH]2)c[nH]1)c1ccc(F)nc1,'=',24841.0,nM,4.61,0.925,0.887,17.46,35.35,100.0,,446.49,3.19,0,Replicase polyprotein 1ab
CHEMBL5442136,Cc1[nH]c2ncnc(NC(=O)C3(c4ccc(F)cc4)CCC3)c2c1C,'=',19483.0,nM,4.71,0.984,1.258,16.85,22.53,100.0,,338.39,3.77,0,Replicase polyprotein 1ab
CHEMBL5441793,COc1ccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N[C@@H]5CCC[C@@H]5C(=O)O)c4c3)CC2)cc1,'=',20196.0,nM,4.7,0.97,1.191,16.52,24.69,100.0,,490.56,3.35,0,Replicase polyprotein 1ab
CHEMBL5441793,COc1ccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N[C@@H]5CCC[C@@H]5C(=O)O)c4c3)CC2)cc1,'=',24610.0,nM,4.61,0.982,1.387,21.39,28.32,100.0,,490.56,3.35,0,Replicase polyprotein 1ab
CHEMBL5442041,O=C(N[C@@H](CO)Cc1ccncc1)c1ncnc2[nH]ccc12,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,297.32,0.69,0,Replicase polyprotein 1ab
CHEMBL5442134,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Nc2nnco2)cc1,'=',5475.0,nM,5.26,0.989,1.137,4.694,6.386,100.0,,393.36,2.03,0,Replicase polyprotein 1ab
CHEMBL5441909,Cc1[nH]c2ncnc(NC(=O)c3ccc(-n4cccc4)nc3)c2c1C,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,332.37,3.01,0,Replicase polyprotein 1ab
CHEMBL5441484,CNc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',34595.0,nM,4.46,0.872,1.067,22.86,52.36,100.0,,339.36,1.95,0,Replicase polyprotein 1ab
CHEMBL5441773,O[C@@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,'=',95327.0,nM,4.02,0.66,1.132,50.07,181.48,100.0,,232.29,1.67,0,Replicase polyprotein 1ab
CHEMBL5442053,COc1ccc([C@@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,'=',37806.0,nM,4.42,0.968,1.246,31.78,44.98,100.0,,397.43,2.92,0,Replicase polyprotein 1ab
CHEMBL5441460,COC(=O)c1c[nH]c(-c2cc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncn2)c1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,408.46,3.84,0,Replicase polyprotein 1ab
CHEMBL5441804,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]c3cc(F)ccc3c12)c1ccc(Br)cc1,'=',992.0,nM,6.0,0.997,1.169,0.91,1.081,100.0,,457.26,3.96,0,Replicase polyprotein 1ab
CHEMBL5441817,CC(C)[C@@H](Nc1cnc(C(=O)O)cn1)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,329.36,2.76,0,Replicase polyprotein 1ab
CHEMBL5441743,O=C(O)C[C@@H](NC(=O)Cc1c[nH]c2ncccc12)c1ccc(Br)cc1,'>',99500.0,nM,,0.658,0.628,,,100.0,Falls Outside The Dose Series,402.25,3.2,0,Replicase polyprotein 1ab
CHEMBL5441607,Cc1[nH]c2ncnc(NC(=O)c3cccc(Cl)n3)c2c1C,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,301.74,2.88,0,Replicase polyprotein 1ab
CHEMBL5441636,COc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(=O)O)sc2c1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,425.47,4.14,0,Replicase polyprotein 1ab
CHEMBL5441646,O=C(O)C[C@@H](CNC(=O)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,'=',71328.0,nM,4.15,0.967,1.142,61.52,82.71,100.0,,358.79,2.6,0,Replicase polyprotein 1ab
CHEMBL5441665,Cc1[nH]c2ncnc(NC(=O)c3ccc(N(C)C)nc3)c2c1C,'>',99500.0,nM,,0.625,0.821,,,100.0,Falls Outside The Dose Series,310.36,2.29,0,Replicase polyprotein 1ab
CHEMBL5442009,Cc1[nH]c2ncnc(NC(=O)Cc3cn[nH]c3)c2c1C,'=',75220.0,nM,4.12,0.929,1.324,61.0,92.75,100.0,,270.3,1.48,0,Replicase polyprotein 1ab
CHEMBL5441996,Cc1ncc(CCNC(=O)c2csc3c(NC(=O)NC4CC4)ncnc23)s1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,402.51,2.71,0,Replicase polyprotein 1ab
CHEMBL5441399,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',280.0,nM,6.55,0.993,1.105,0.246,0.318,100.0,,395.46,3.29,0,Replicase polyprotein 1ab
CHEMBL5441801,CNS(=O)(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,'=',2570.0,nM,5.59,0.989,1.263,2.191,3.013,100.0,,417.49,2.45,0,Replicase polyprotein 1ab
CHEMBL5442100,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC4CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',804.0,nM,6.09,0.99,1.286,0.687,0.94,100.0,,444.54,4.81,0,Replicase polyprotein 1ab
CHEMBL5441647,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCn3cncn3)cc12)c1ccc2c(c1)OCCO2,'=',1780.0,nM,5.75,0.982,1.305,1.444,2.195,100.0,,462.51,2.56,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',847.0,nM,6.07,0.983,1.105,0.689,1.04,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441687,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc(C4CC4)o3)cc12)c1ccc2c(c1)OCCO2,'=',3758.0,nM,5.42,0.993,1.172,3.337,4.232,100.0,,431.5,5.07,1,Replicase polyprotein 1ab
CHEMBL5441429,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',54.0,nM,7.27,0.991,1.594,0.048,0.06,100.0,,493.59,2.84,0,Replicase polyprotein 1ab
CHEMBL5441530,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)N(C)C(=O)CO2,'=',67731.0,nM,4.17,0.951,0.977,54.65,83.94,100.0,,351.41,3.12,0,Replicase polyprotein 1ab
CHEMBL5441766,Cc1c(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cnn1C,'=',701.0,nM,6.15,0.936,1.166,0.459,1.07,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441526,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,'=',243.0,nM,6.61,0.997,1.293,0.223,0.264,100.0,,461.53,3.15,0,Replicase polyprotein 1ab
CHEMBL5441733,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)[C@@H](C)O2,'=',2896.0,nM,5.54,0.997,1.238,2.672,3.138,100.0,,351.41,3.49,0,Replicase polyprotein 1ab
CHEMBL5441700,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,'=',10734.0,nM,4.97,0.99,1.164,9.454,12.19,100.0,,462.51,2.67,0,Replicase polyprotein 1ab
CHEMBL5441869,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,'=',163.0,nM,6.79,0.999,1.216,0.156,0.172,100.0,,394.44,2.46,0,Replicase polyprotein 1ab
CHEMBL5441661,COCc1cc(CNc2ccc([C@@H](CC(=O)O)NC(=O)c3c[nH]c4ncncc34)cc2)on1,'>',99500.0,nM,,0.928,1.068,,,100.0,Falls Outside The Dose Series,450.46,2.65,0,Replicase polyprotein 1ab
CHEMBL5441808,Cc1[nH]c2ncnc(NC(=O)c3cccnc3)c2c1C,'>',99500.0,nM,,0.828,1.081,,,100.0,Falls Outside The Dose Series,267.29,2.22,0,Replicase polyprotein 1ab
CHEMBL5441858,CC(C)[C@@H](Nc1nc(C(F)F)nc2ccccc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,385.41,5.15,1,Replicase polyprotein 1ab
CHEMBL5442099,O=C(Nc1cccc2c(C(=O)Nc3ccccc3C(=O)O)c[nH]c12)NC1CC1,'=',20025.0,nM,4.7,0.865,1.568,13.21,30.37,100.0,,378.39,3.4,0,Replicase polyprotein 1ab
CHEMBL5441828,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CC2)c2cn[nH]c2n1,'=',17695.0,nM,4.75,0.991,1.219,15.82,19.79,100.0,,323.36,2.69,0,Replicase polyprotein 1ab
CHEMBL5441740,CC(C)Cc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(=O)O)sc2n1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,452.54,4.73,0,Replicase polyprotein 1ab
CHEMBL5441586,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,'=',8332.0,nM,5.08,0.989,1.234,7.167,9.686,100.0,,450.46,1.72,0,Replicase polyprotein 1ab
CHEMBL5442159,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCc2ccno2)cc1,'=',11265.0,nM,4.95,0.988,1.168,9.734,13.04,100.0,,406.4,2.5,0,Replicase polyprotein 1ab
CHEMBL5441679,Cc1nc2nc[nH]c(NC(=O)c3ccc(NC(=O)NC4CC4)nc3)c-2c1C,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,365.4,2.46,0,Replicase polyprotein 1ab
CHEMBL5442134,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Nc2nnco2)cc1,'=',6574.0,nM,5.18,0.992,1.095,5.731,7.541,100.0,,393.36,2.03,0,Replicase polyprotein 1ab
CHEMBL5441951,COc1ccc([C@@](C)(CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',18172.0,nM,4.74,0.972,1.322,14.98,22.04,100.0,,354.37,2.09,0,Replicase polyprotein 1ab
CHEMBL5441437,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',332.0,nM,6.48,0.896,1.172,0.209,0.528,100.0,,443.51,4.2,0,Replicase polyprotein 1ab
CHEMBL5441780,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncc(OCCN(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',891.0,nM,6.05,0.992,1.144,0.777,1.022,100.0,,488.59,4.54,0,Replicase polyprotein 1ab
CHEMBL5441643,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3[nH]ncc3C3CC3)cc12)c1ccc2c(c1)OCCO2,'=',14284.0,nM,4.84,0.934,0.74,10.01,20.38,100.0,,430.51,4.81,0,Replicase polyprotein 1ab
CHEMBL5441753,COc1c(Cl)ncnc1N[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)C(C)C,'>',99500.0,nM,,0.598,0.858,,,100.0,Falls Outside The Dose Series,395.91,3.67,0,Replicase polyprotein 1ab
CHEMBL5441477,CC(C)[C@@H](Nc1c(N)cnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,384.51,3.67,0,Replicase polyprotein 1ab
CHEMBL5441680,CCNC(=O)c1cc2c(N[C@@H](c3nc4ccccc4o3)C(C)C)ncnc2[nH]1,'=',17610.0,nM,4.75,0.99,1.171,15.64,19.82,100.0,,378.44,3.66,0,Replicase polyprotein 1ab
CHEMBL5441962,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',2858.0,nM,5.54,0.996,1.377,2.617,3.121,100.0,,496.64,2.92,0,Replicase polyprotein 1ab
CHEMBL5441683,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccn(C)n3)cc12)c1ccc2c(c1)OCCO2,'=',972.0,nM,6.01,0.992,1.182,0.844,1.12,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441952,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CCC4)n3)cc12)c1ccc2c(c1)OCCO2,'=',3841.0,nM,5.42,0.925,1.011,2.553,5.779,100.0,,445.53,4.52,0,Replicase polyprotein 1ab
CHEMBL5442076,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c[nH]1,'=',9528.0,nM,5.02,0.985,1.169,8.04,11.29,100.0,,403.49,4.84,0,Replicase polyprotein 1ab
CHEMBL5441866,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc4c(C#N)cccc4[nH]3)cc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,0.652,0.586,,,100.0,Falls Outside The Dose Series,464.53,5.56,1,Replicase polyprotein 1ab
CHEMBL5441687,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc(C4CC4)o3)cc12)c1ccc2c(c1)OCCO2,'=',3279.0,nM,5.48,0.99,1.071,2.815,3.818,100.0,,431.5,5.07,1,Replicase polyprotein 1ab
CHEMBL5441669,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)nn1C,'=',2794.0,nM,5.55,0.855,0.835,1.444,5.405,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441705,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccco3)cc12)c1ccc2c(c1)OCCO2,'=',6200.0,nM,5.21,0.977,0.836,4.902,7.842,100.0,,390.44,4.8,0,Replicase polyprotein 1ab
CHEMBL5441733,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)[C@@H](C)O2,'=',2691.0,nM,5.57,0.993,1.219,2.378,3.045,100.0,,351.41,3.49,0,Replicase polyprotein 1ab
CHEMBL5442051,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',411.0,nM,6.39,0.992,1.303,0.358,0.471,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5442051,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',493.0,nM,6.31,0.997,1.271,0.452,0.537,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441749,CCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',1421.0,nM,5.85,0.991,1.216,1.239,1.629,100.0,,418.5,4.42,0,Replicase polyprotein 1ab
CHEMBL5441580,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C)cc12)c1ccc2c(c1)OCCO2,'=',699.0,nM,6.16,0.995,1.14,0.63,0.776,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441620,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)OCCO2,'=',616.0,nM,6.21,0.996,1.165,0.559,0.679,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441695,O=C(O)C[C@@H](NC(=O)c1ccnc2cn[nH]c12)c1ccc(Br)cc1,'=',9531.0,nM,5.02,0.995,1.169,8.682,10.46,100.0,,389.21,2.67,0,Replicase polyprotein 1ab
CHEMBL5442009,Cc1[nH]c2ncnc(NC(=O)Cc3cn[nH]c3)c2c1C,'=',99007.0,nM,4.0,0.957,1.181,83.25,117.75,100.0,,270.3,1.48,0,Replicase polyprotein 1ab
CHEMBL5441661,COCc1cc(CNc2ccc([C@@H](CC(=O)O)NC(=O)c3c[nH]c4ncncc34)cc2)on1,'>',99500.0,nM,,0.86,1.289,,,100.0,Falls Outside The Dose Series,450.46,2.65,0,Replicase polyprotein 1ab
CHEMBL5441808,Cc1[nH]c2ncnc(NC(=O)c3cccnc3)c2c1C,'>',99500.0,nM,,0.409,0.621,,,100.0,Falls Outside The Dose Series,267.29,2.22,0,Replicase polyprotein 1ab
CHEMBL5441514,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2C[C@@H](O)[C@@H](O)C2)cc1,'=',25018.0,nM,4.6,0.981,1.096,21.36,29.3,100.0,,439.47,1.45,1,Replicase polyprotein 1ab
CHEMBL5441820,CC(C)[C@@H](Nc1ncnc2c1ccn2C)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,338.41,3.55,0,Replicase polyprotein 1ab
CHEMBL5441758,Cc1[nH]c2ncnc(NC(=O)c3ccc(C(F)(F)F)nc3)c2c1C,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,335.29,3.24,0,Replicase polyprotein 1ab
CHEMBL5441658,Cc1[nH]c2ncnc(NC(=O)c3cncnc3)c2c1C,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,268.28,1.62,0,Replicase polyprotein 1ab
CHEMBL5442013,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)[nH]c3ccccc23)cc1)NC1CC1,'>',99500.0,nM,,0.757,4.089,,,100.0,Falls Outside The Dose Series,378.39,3.4,0,Replicase polyprotein 1ab
CHEMBL4532243,CCOC(=O)C1=C(Nc2cc(C)cc(C)c2)OCC1=O,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,275.3,2.09,0,Replicase polyprotein 1ab
CHEMBL5442139,O=C(O)[C@@H]1C[C@@H](O)CN1c1ncnc2[nH]ccc12,'>',99500.0,nM,,0.939,1.114,,,100.0,Falls Outside The Dose Series,248.24,-0.02,0,Replicase polyprotein 1ab
CHEMBL5442015,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',864.0,nM,6.06,0.996,1.168,0.786,0.95,100.0,,432.53,4.98,0,Replicase polyprotein 1ab
CHEMBL5441634,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',1231.0,nM,5.91,0.993,1.196,1.081,1.401,100.0,,430.51,4.74,0,Replicase polyprotein 1ab
CHEMBL5441764,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn([C@@H](C)C(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',497.0,nM,6.3,0.995,1.135,0.448,0.552,100.0,,461.53,3.45,0,Replicase polyprotein 1ab
CHEMBL5442037,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CCC3)cc12)c1ccc2c(c1)OCCO2,'=',1295.0,nM,5.89,0.988,1.194,1.101,1.524,100.0,,465.55,3.43,0,Replicase polyprotein 1ab
CHEMBL5442037,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CCC3)cc12)c1ccc2c(c1)OCCO2,'=',2346.0,nM,5.63,0.977,1.089,1.847,2.979,100.0,,465.55,3.43,0,Replicase polyprotein 1ab
CHEMBL5441498,COc1cnn(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',55872.0,nM,4.25,0.96,0.898,45.22,69.03,100.0,,434.5,3.95,0,Replicase polyprotein 1ab
CHEMBL5441440,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)n3)cc12)c1ccc2c(c1)OCCO2,'=',485.0,nM,6.31,0.992,1.072,0.423,0.557,100.0,,405.46,3.33,0,Replicase polyprotein 1ab
CHEMBL5441437,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',309.0,nM,6.51,0.937,1.151,0.215,0.442,100.0,,443.51,4.2,0,Replicase polyprotein 1ab
CHEMBL5442153,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)n3)cc12)c1ccc2c(c1)OCCO2,'=',2132.0,nM,5.67,0.877,0.85,1.231,3.691,100.0,,433.52,4.38,0,Replicase polyprotein 1ab
CHEMBL5442120,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC4(C#N)CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',421.0,nM,6.38,0.994,1.226,0.374,0.474,100.0,,469.55,4.71,0,Replicase polyprotein 1ab
CHEMBL5441874,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n1C,'=',711.0,nM,6.15,0.992,1.04,0.621,0.814,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441584,CCc1n[nH]cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',961.0,nM,6.02,0.995,1.164,0.86,1.073,100.0,,418.5,4.49,0,Replicase polyprotein 1ab
CHEMBL5441652,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,'=',206.0,nM,6.69,0.963,0.97,0.155,0.273,100.0,,442.48,3.37,0,Replicase polyprotein 1ab
CHEMBL5441958,Cc1cn[nH]c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',8767.0,nM,5.06,0.989,1.242,7.545,10.19,100.0,,404.47,4.24,0,Replicase polyprotein 1ab
CHEMBL5441580,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C)cc12)c1ccc2c(c1)OCCO2,'=',883.0,nM,6.05,0.993,1.042,0.775,1.005,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441580,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C)cc12)c1ccc2c(c1)OCCO2,'=',832.0,nM,6.08,0.992,1.093,0.721,0.961,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441620,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)OCCO2,'=',618.0,nM,6.21,0.994,1.191,0.547,0.698,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',262.0,nM,6.58,0.941,1.306,0.176,0.39,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441954,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(F)CC3)cc12)c1ccc2c(c1)OCCO2,'=',2016.0,nM,5.7,0.997,1.232,1.846,2.202,100.0,,439.49,3.77,0,Replicase polyprotein 1ab
CHEMBL5441892,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3cnco3)cc12)c1ccc2c(c1)OCCO2,'=',639.0,nM,6.19,0.995,1.168,0.574,0.711,100.0,,448.48,3.46,0,Replicase polyprotein 1ab
CHEMBL5442077,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,'=',3404.0,nM,5.47,0.974,1.221,2.66,4.357,100.0,,461.53,3.23,0,Replicase polyprotein 1ab
