Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units,pChEMBL Value,R_squared,Hill_slope,IC50_CI_lower_uM,IC50_CI_upper_uM,Max_Response_Pct,Comment,Molecular Weight,AlogP,#RO5 Violations,Target Name
CHEMBL5441844,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(C#N)CC3)cc12)c1ccc2c(c1)OCCO2,'=',1094.0,nM,5.96,0.993,1.169,0.95,1.26,100.0,,446.51,3.57,0,Replicase polyprotein 1ab
CHEMBL5441531,CC(C)[C@@H](Nc1ccnc2nn[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,371.47,2.88,0,Replicase polyprotein 1ab
CHEMBL5441680,CCNC(=O)c1cc2c(N[C@@H](c3nc4ccccc4o3)C(C)C)ncnc2[nH]1,'=',20457.0,nM,4.69,0.992,1.034,18.37,22.79,100.0,,378.44,3.66,0,Replicase polyprotein 1ab
CHEMBL5441553,FC(F)(F)CO[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,'>',124375.0,nM,,0.321,6.484,,,100.0,Falls Outside The Dose Series,300.28,2.51,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',440.0,nM,6.36,0.991,1.5,0.384,0.505,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',598.0,nM,6.22,0.989,1.26,0.508,0.704,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441507,O=C(OCc1cccc(Cl)n1)c1ncnc2[nH]ccc12,'>',124375.0,nM,,0.831,1.685,,,100.0,Falls Outside The Dose Series,288.69,2.36,0,Replicase polyprotein 1ab
CHEMBL5441911,O=C(c1cc(O)ccn1)N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1,'>',99500.0,nM,,0.767,1.018,,,100.0,Falls Outside The Dose Series,433.51,3.08,0,Replicase polyprotein 1ab
CHEMBL5442097,Cn1nc(C(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)cc1C(=O)O,'=',66421.0,nM,4.18,0.901,1.388,51.53,85.61,100.0,,464.53,2.41,0,Replicase polyprotein 1ab
CHEMBL5441598,CC(C)[C@H](CO)Nc1ncnc2[nH]ccc12,'=',11179.0,nM,4.95,0.987,1.236,9.6,13.02,100.0,,220.28,1.39,0,Replicase polyprotein 1ab
CHEMBL5441745,CC(C)(NC(=O)c1ncnc2[nH]ccc12)c1cc(C(=O)O)[nH]n1,'>',99500.0,nM,,0.669,1.751,,,100.0,Falls Outside The Dose Series,314.31,1.04,0,Replicase polyprotein 1ab
CHEMBL5441581,O=C(N[C@@H](C(=O)O)C1Cc2ccccc2C1)c1ncnc2[nH]ccc12,'>',99500.0,nM,,0.46,6.73,,,100.0,Falls Outside The Dose Series,336.35,1.56,0,Replicase polyprotein 1ab
CHEMBL5441698,O=C(N[C@@H](C(=O)O)c1ccc2c(c1)CCO2)c1ncnc2[nH]ccc12,'=',78425.0,nM,4.11,0.943,1.283,65.03,94.58,100.0,,338.32,1.45,0,Replicase polyprotein 1ab
CHEMBL5441671,Cn1cc([C@@H](Nc2ncnc3[nH]ccc23)c2ccc(F)cc2)cn1,'>',99500.0,nM,,0.882,1.315,,,100.0,Falls Outside The Dose Series,322.35,3.03,0,Replicase polyprotein 1ab
CHEMBL5441783,NC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)C1CCCCC1,'>',99500.0,nM,,0.092,2.863,,,100.0,Falls Outside The Dose Series,315.38,1.51,0,Replicase polyprotein 1ab
CHEMBL5441915,NC(=O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(F)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,313.29,1.05,0,Replicase polyprotein 1ab
CHEMBL5441504,CCn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n1,'=',1074.0,nM,5.97,0.995,1.129,0.966,1.193,100.0,,419.49,3.82,0,Replicase polyprotein 1ab
CHEMBL5441526,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,'=',259.0,nM,6.59,0.993,1.118,0.227,0.294,100.0,,461.53,3.15,0,Replicase polyprotein 1ab
CHEMBL5441587,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc[nH]c3)cc12)c1ccc2c(c1)OCCO2,'=',4546.0,nM,5.34,0.995,1.163,4.076,5.071,100.0,,389.46,4.53,0,Replicase polyprotein 1ab
CHEMBL5442152,Cc1nn(CC(N)=O)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',341.0,nM,6.47,0.995,1.21,0.305,0.381,100.0,,461.53,3.2,0,Replicase polyprotein 1ab
CHEMBL5441539,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',282.0,nM,6.55,0.998,1.389,0.264,0.3,100.0,,461.53,3.28,0,Replicase polyprotein 1ab
CHEMBL5441395,Cc1nn(C)cc1-c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',28.0,nM,7.55,0.992,2.585,0.026,0.03,100.0,,464.6,4.2,0,Replicase polyprotein 1ab
CHEMBL5441388,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,'=',73.0,nM,7.14,0.977,1.493,0.06,0.089,100.0,,443.53,2.68,0,Replicase polyprotein 1ab
CHEMBL5441426,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncc(S(C)(=O)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',143.0,nM,6.84,0.935,1.18,0.1,0.205,100.0,,525.66,3.95,1,Replicase polyprotein 1ab
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',34.0,nM,7.47,0.979,1.362,0.029,0.04,100.0,,450.57,3.89,0,Replicase polyprotein 1ab
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',27.0,nM,7.57,0.996,1.837,0.025,0.028,100.0,,450.57,3.89,0,Replicase polyprotein 1ab
CHEMBL5441431,CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,'=',14.0,nM,7.85,0.963,1.833,0.012,0.016,100.0,,503.63,4.51,1,Replicase polyprotein 1ab
CHEMBL5441431,CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,'=',22.0,nM,7.66,0.921,1.535,0.017,0.028,100.0,,503.63,4.51,1,Replicase polyprotein 1ab
CHEMBL5441431,CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,'=',29.0,nM,7.54,0.985,1.577,0.026,0.033,100.0,,503.63,4.51,1,Replicase polyprotein 1ab
CHEMBL5441430,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',35.0,nM,7.46,0.994,1.312,0.032,0.038,100.0,,427.53,2.85,0,Replicase polyprotein 1ab
CHEMBL5441390,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',42.0,nM,7.38,0.993,1.402,0.038,0.046,100.0,,441.56,3.24,0,Replicase polyprotein 1ab
CHEMBL5441652,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,'>',99500.0,nM,,0.834,0.701,,,100.0,Falls Outside The Dose Series,442.48,3.37,0,Replicase polyprotein 1ab
CHEMBL5441992,CC(C)[C@@H](Nc1ncnc2[nH]c(S(C)(=O)=O)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',992.0,nM,6.0,0.989,0.988,0.841,1.171,100.0,,448.57,2.89,0,Replicase polyprotein 1ab
CHEMBL5441930,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc(O)nc4ccccc34)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',1673.0,nM,5.78,0.966,1.133,1.145,2.445,100.0,,513.62,5.41,2,Replicase polyprotein 1ab
CHEMBL5441871,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(=O)n(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',40.0,nM,7.4,0.961,1.962,0.033,0.049,100.0,,477.59,3.85,0,Replicase polyprotein 1ab
CHEMBL5441571,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc4c3NC(=O)C4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',360.0,nM,6.44,0.984,1.506,0.3,0.432,100.0,,501.61,4.65,1,Replicase polyprotein 1ab
CHEMBL5441689,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc(N)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',85.0,nM,7.07,0.952,1.435,0.063,0.114,100.0,,463.57,3.53,0,Replicase polyprotein 1ab
CHEMBL5441716,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc(N4CC(O)C4)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',94.0,nM,7.03,0.928,1.81,0.069,0.128,100.0,,519.63,3.12,1,Replicase polyprotein 1ab
CHEMBL5441896,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccn(C)c(=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',63.0,nM,7.2,0.993,1.487,0.057,0.07,100.0,,477.59,3.85,0,Replicase polyprotein 1ab
CHEMBL5441738,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)S(=O)(=O)CCC2,'=',1115.0,nM,5.95,0.987,1.05,0.935,1.328,100.0,,371.47,2.88,0,Replicase polyprotein 1ab
CHEMBL5441433,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',30.0,nM,7.52,0.986,1.672,0.026,0.033,100.0,,521.65,3.44,1,Replicase polyprotein 1ab
CHEMBL5441856,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc4c(cc3F)NC(=O)CC4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',297.0,nM,6.53,0.989,1.119,0.251,0.35,100.0,,533.63,5.18,2,Replicase polyprotein 1ab
CHEMBL5441856,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc4c(cc3F)NC(=O)CC4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',189.0,nM,6.72,0.998,1.169,0.176,0.202,100.0,,533.63,5.18,2,Replicase polyprotein 1ab
CHEMBL5442082,CC(C)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.473,2.198,,,100.0,Falls Outside The Dose Series,398.49,2.8,0,Replicase polyprotein 1ab
CHEMBL5441710,CC(C)[C@H](Nc1ncnc(N2CCCC2)n1)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,401.54,3.0,0,Replicase polyprotein 1ab
CHEMBL5441944,CC(C)[C@@H](Nc1ncncc1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.782,1.16,,,100.0,Falls Outside The Dose Series,365.89,3.66,0,Replicase polyprotein 1ab
CHEMBL5442160,CC(C)[C@H](Nc1ncncc1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,365.89,3.66,0,Replicase polyprotein 1ab
CHEMBL5441512,CC(C)[C@H](Nc1nc(N)ncc1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,380.9,3.24,0,Replicase polyprotein 1ab
CHEMBL5442117,COc1ccc([C@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',1442.0,nM,5.84,0.994,1.202,1.287,1.616,100.0,,340.34,1.91,0,Replicase polyprotein 1ab
CHEMBL5441986,C[C@@H](O)[C@@H](NC(=O)c1csc2c(NC(=O)NC3CC3)ncnc12)c1ccccc1F,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,429.48,2.97,0,Replicase polyprotein 1ab
CHEMBL5441675,O=C(Nc1cccc2c(C(=O)N[C@H]3c4ccccc4C[C@H]3C(=O)O)c[nH]c12)NC1CC1,'=',7830.0,nM,5.11,0.99,1.362,6.716,9.128,100.0,,418.45,3.18,0,Replicase polyprotein 1ab
CHEMBL5441579,O=C(O)[C@@H]1C[C@@H]2OCC[C@@H]2N1c1ncnc2[nH]ccc12,'>',99500.0,nM,,0.443,1.226,,,100.0,Falls Outside The Dose Series,274.28,0.78,0,Replicase polyprotein 1ab
CHEMBL5442075,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,'=',16798.0,nM,4.78,0.991,1.179,15.05,18.74,100.0,,234.26,1.48,0,Replicase polyprotein 1ab
CHEMBL5441533,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3c[nH]cn3)cc12)c1ccc2c(c1)OCCO2,'=',1146.0,nM,5.94,0.992,1.225,1.005,1.306,100.0,,447.5,3.19,0,Replicase polyprotein 1ab
CHEMBL5441913,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnoc3)cc12)c1ccc2c(c1)OCCO2,'=',1970.0,nM,5.71,0.99,1.122,1.683,2.306,100.0,,434.46,3.78,0,Replicase polyprotein 1ab
CHEMBL5441844,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(C#N)CC3)cc12)c1ccc2c(c1)OCCO2,'=',2636.0,nM,5.58,0.974,1.084,2.064,3.366,100.0,,446.51,3.57,0,Replicase polyprotein 1ab
CHEMBL5441846,CC(C)[C@@H](Nc1nccc2[nH]c(=O)[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,386.48,2.78,0,Replicase polyprotein 1ab
CHEMBL5441819,CC(C)[C@@H](Nc1ncnc(N)c1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,'=',1617.0,nM,5.79,0.998,1.253,1.505,1.738,100.0,,380.9,3.24,0,Replicase polyprotein 1ab
CHEMBL5441411,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)NCC4)C(C)C)ncnc2[nH]1,'=',124.0,nM,6.91,0.998,1.166,0.116,0.134,100.0,,442.55,2.35,0,Replicase polyprotein 1ab
CHEMBL5441427,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,'=',64.0,nM,7.19,0.998,1.315,0.061,0.068,100.0,,462.51,2.67,0,Replicase polyprotein 1ab
CHEMBL5441668,Cc1cc2c(C(=O)N[C@@H](CC(=O)O)c3ccc(Br)cc3)cccc2[nH]1,'>',99500.0,nM,,0.188,6.939,,,100.0,Falls Outside The Dose Series,401.26,4.18,0,Replicase polyprotein 1ab
CHEMBL5441899,O=C(O)C[C@@H](NC(=O)c1c[nH]c2ncccc12)c1ccc(Br)cc1,'=',27379.0,nM,4.56,0.982,1.147,23.72,31.6,100.0,,388.22,3.27,0,Replicase polyprotein 1ab
CHEMBL5441421,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,'=',585.0,nM,6.23,0.99,1.177,0.502,0.681,100.0,,416.49,4.3,0,Replicase polyprotein 1ab
CHEMBL5442025,COc1cc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)[nH]n1,'>',99500.0,nM,,0.932,0.68,,,100.0,Falls Outside The Dose Series,408.41,2.6,0,Replicase polyprotein 1ab
CHEMBL5441509,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(-n4cccn4)cc3)cc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,0.809,0.554,,,100.0,Falls Outside The Dose Series,466.55,5.39,1,Replicase polyprotein 1ab
CHEMBL5441780,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncc(OCCN(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',903.0,nM,6.04,0.99,1.157,0.777,1.05,100.0,,488.59,4.54,0,Replicase polyprotein 1ab
CHEMBL5442060,COc1cccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)c1,'=',25708.0,nM,4.59,0.972,1.163,21.36,30.94,100.0,,296.37,3.78,0,Replicase polyprotein 1ab
CHEMBL5441545,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,'=',1017.0,nM,5.99,0.961,1.259,0.749,1.381,100.0,,324.38,3.54,0,Replicase polyprotein 1ab
CHEMBL5441545,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,'=',900.0,nM,6.05,0.997,1.197,0.828,0.978,100.0,,324.38,3.54,0,Replicase polyprotein 1ab
CHEMBL5441630,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3CC3CC3)cc12)c1ccc2c(c1)OCCO2,'=',4224.0,nM,5.37,0.979,1.189,3.403,5.244,100.0,,444.54,4.81,0,Replicase polyprotein 1ab
CHEMBL5441576,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc4c3CN(C)C4=O)cc12)c1ccc2c(c1)OCCO2,'=',2537.0,nM,5.6,0.978,1.112,2.02,3.185,100.0,,469.55,4.79,0,Replicase polyprotein 1ab
CHEMBL5441908,Cc1cocc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',2580.0,nM,5.59,0.992,1.142,2.259,2.947,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5441732,CC(=O)c1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)[nH]1,'=',2974.0,nM,5.53,0.986,1.06,2.487,3.557,100.0,,431.5,4.74,0,Replicase polyprotein 1ab
CHEMBL5441468,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccoc3C#N)cc12)c1ccc2c(c1)OCCO2,'=',2666.0,nM,5.57,0.968,1.071,2.036,3.492,100.0,,415.45,4.67,0,Replicase polyprotein 1ab
CHEMBL5441723,Cc1ccoc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',43948.0,nM,4.36,0.909,0.711,29.8,64.81,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5441525,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@H]3CCCNC3)cc12)c1ccc2c(c1)OCCO2,'=',3485.0,nM,5.46,0.988,1.153,2.942,4.128,100.0,,407.52,4.01,0,Replicase polyprotein 1ab
CHEMBL5441508,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4(C(N)=O)CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',1043.0,nM,5.98,0.993,1.12,0.913,1.191,100.0,,473.54,3.38,0,Replicase polyprotein 1ab
CHEMBL5441391,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',46.0,nM,7.34,0.963,1.411,0.037,0.057,100.0,,444.5,3.6,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',440.0,nM,6.36,0.998,1.262,0.409,0.475,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',432.0,nM,6.37,0.995,1.294,0.386,0.483,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',402.0,nM,6.4,0.993,1.128,0.353,0.457,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441476,CC(C)[C@@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',1273.0,nM,5.89,0.994,1.276,1.134,1.429,100.0,,371.47,2.88,0,Replicase polyprotein 1ab
CHEMBL5441731,O=C(O)CC(NC(=O)c1ncnc2[nH]ccc12)c1ccc(NC2C[C@H]3CC(CO)C[C@@H]23)cc1,'>',99500.0,nM,,0.869,1.388,,,100.0,Falls Outside The Dose Series,449.51,2.72,0,Replicase polyprotein 1ab
CHEMBL5442032,Cc1ncc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,'=',623.0,nM,6.21,0.993,1.234,0.548,0.708,100.0,,462.51,3.76,0,Replicase polyprotein 1ab
CHEMBL5441891,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)N(C)CC2,'=',17018.0,nM,4.77,0.982,1.202,14.43,20.08,100.0,,385.49,2.94,0,Replicase polyprotein 1ab
CHEMBL5441601,Cc1[nH]c2ncnc(NC(=O)c3ncn(-c4ccccc4)n3)c2c1C,'>',99500.0,nM,,0.55,1.418,,,100.0,Falls Outside The Dose Series,333.36,2.41,0,Replicase polyprotein 1ab
CHEMBL5441843,O=C(Nc1ccc(C(=O)NCc2c(C(=O)O)[nH]c3ccccc23)cc1)NC1CC1,'=',13647.0,nM,4.87,0.985,1.269,11.58,16.08,100.0,,392.42,3.08,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',535.0,nM,6.27,0.994,1.394,0.478,0.599,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441798,O=C(O)C[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,'=',3430.0,nM,5.46,0.993,0.998,3.036,3.874,100.0,,389.21,2.67,0,Replicase polyprotein 1ab
CHEMBL5441579,O=C(O)[C@@H]1C[C@@H]2OCC[C@@H]2N1c1ncnc2[nH]ccc12,'>',99500.0,nM,,0.523,1.393,,,100.0,Falls Outside The Dose Series,274.28,0.78,0,Replicase polyprotein 1ab
CHEMBL5441838,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C3CC3)ncnc2[nH]1,'=',395.0,nM,6.4,0.989,1.358,0.339,0.461,100.0,,439.54,2.99,0,Replicase polyprotein 1ab
CHEMBL5441433,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',29.0,nM,7.54,0.998,1.782,0.028,0.03,100.0,,521.65,3.44,1,Replicase polyprotein 1ab
CHEMBL5441395,Cc1nn(C)cc1-c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',12.0,nM,7.92,0.723,2.337,0.007,0.019,100.0,,464.6,4.2,0,Replicase polyprotein 1ab
CHEMBL5441388,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,'=',33.0,nM,7.48,0.999,1.499,0.032,0.034,100.0,,443.53,2.68,0,Replicase polyprotein 1ab
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',35.0,nM,7.46,0.976,1.34,0.029,0.041,100.0,,450.57,3.89,0,Replicase polyprotein 1ab
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',15.0,nM,7.82,0.56,2.501,0.008,0.027,100.0,,450.57,3.89,0,Replicase polyprotein 1ab
CHEMBL5441387,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',107.0,nM,6.97,0.996,1.259,0.098,0.117,100.0,,496.64,2.92,0,Replicase polyprotein 1ab
CHEMBL5442155,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,460.5,2.45,0,Replicase polyprotein 1ab
CHEMBL5441696,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncnc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',308.0,nM,6.51,0.998,1.289,0.286,0.332,100.0,,448.55,3.94,0,Replicase polyprotein 1ab
CHEMBL5441894,O=C(c1nnn[nH]1)N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1,'=',28285.0,nM,4.55,0.971,1.182,23.64,33.85,100.0,,408.47,1.49,0,Replicase polyprotein 1ab
CHEMBL5441493,O=C(O)c1cnc(C(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)cn1,'>',99500.0,nM,,0.899,1.657,,,100.0,Falls Outside The Dose Series,462.51,2.47,0,Replicase polyprotein 1ab
CHEMBL5441527,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1nc2ccccc2[nH]1,'=',96596.0,nM,4.01,0.922,1.006,72.22,129.2,100.0,,306.37,3.64,0,Replicase polyprotein 1ab
CHEMBL5441688,C[C@@H](Cc1ccc(Cl)s1)Nc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',46460.0,nM,4.33,0.958,1.705,39.42,54.75,100.0,,483.98,4.66,0,Replicase polyprotein 1ab
CHEMBL5442162,C[C@H]1C[C@H]1c1nnc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3c[nH]c4ncncc34)cc2)o1,'=',85214.0,nM,4.07,0.954,1.187,71.29,101.85,100.0,,447.46,3.15,0,Replicase polyprotein 1ab
CHEMBL5441691,O=S(=O)(Cc1ccc(F)cc1)Nc1cnc2[nH]ccc2c1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,305.33,2.64,0,Replicase polyprotein 1ab
CHEMBL5441906,Cc1ccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N[C@@H]5CCC[C@@H]5C(=O)O)c4c3)CC2)cc1,'=',20662.0,nM,4.68,0.976,1.455,17.4,24.53,100.0,,474.56,3.65,0,Replicase polyprotein 1ab
CHEMBL5441861,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccncc1,'=',33219.0,nM,4.48,0.987,1.074,29.63,37.24,100.0,,311.3,1.3,0,Replicase polyprotein 1ab
